Function,Name,Dll,AmountInGoodwares,AmountInRansomwares
b'GdiIsUMPDSandboxingEnabled',2,1,2,0
b'InitPropVariantFromDoubleVector',2,1,2,0
b'??1MapListener@ngeo@@UEAA@XZ',2,1,2,0
b'??1Connection@ngeo@@QEAA@XZ',2,1,2,0
b'RouterGetErrorStringW',2,1,2,0
b'??0REST_OF_LINE_ARGUMENT@@QEAA@XZ',2,1,2,0
b'??1?$AutoDelete@VTSTRBUFFER@@@@QEAA@XZ',2,1,2,0
b'RtlSetProtectedPolicy',2,1,2,0
b'InitPropVariantFromBuffer',2,1,2,0
b'MAPI_CompareEntryIDs',2,1,2,0
b'mqrpcBindQMService',2,1,2,0
b'GdipFillPieI',2,1,2,0
b'GdipFillEllipseI',2,1,2,0
b'midiInGetDevCapsA',2,2,2,0
b'??1CopyrightData@BingOnlineServices@@UEAA@XZ',2,1,2,0
b'??1MOUNT_POINT_MAP@@UEAA@XZ',2,1,2,0
b'?OnListenedPropertyChanged@ScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEBUPropertyInfo@2@HPEAVValue@2@2@Z',2,1,2,0
b'NtThawRegistry',2,1,2,0
b'??1?$AutoRelease@UIClientSecurity@@@@QEAA@XZ',2,1,2,0
b'?OnListenedInput@BaseScrollViewer@DirectUI@@UEAAXPEAVElement@2@PEAUInputEvent@2@@Z',2,1,2,0
b'??1?$AutoRelease@UIErrorInfo@@@@QEAA@XZ',2,1,2,0
b'midiInAddBuffer',2,2,2,0
b'InitLocalMsCtfMonitor',2,1,2,0
b'midiInClose',2,2,2,0
b'I_RpcBindingSetPrivateOption',2,1,2,0
b'??1?$AutoRelease@UIWbemClassObject@@@@QEAA@XZ',2,1,2,0
b'?IsThisReFS@IFS_SYSTEM@@SAEVBIG_INT@@KPEAX@Z',2,1,2,0
b'?FilePath@Registry2@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',2,1,2,0
b'IPSecGetFilterData',2,1,2,0
b'alljoyn_credentials_setpassword',2,1,2,0
b'?AppendString@PATH@@QEAAEPEBVWSTRING@@@Z',2,1,2,0
b'?AppendXmlEndElem@TSTRBUFFER@@QEAAJPEBG@Z',2,1,2,0
b'?AppendXmlEndElemWithPrefix@TSTRBUFFER@@QEAAJPEBG0@Z',2,1,2,0
b'alljoyn_msgarg_get',2,1,2,0
b'RtlEncodeSystemPointer',2,1,2,0
b'?AppendXmlStartElem@TSTRBUFFER@@QEAAJPEBGHKPEAU_XML_ATTRIB@@@Z',2,1,2,0
b'?AppendXmlStartElemWithNamespaces@TSTRBUFFER@@QEAAJPEBGKPEAU_XML_NAMESPACE_PREFIX@@HKPEAU_XML_ATTRIB@@@Z',2,1,2,0
b'?GetFlags@MiSchema@@UEBAJXZ',2,1,2,0
b'?AppendXmlStartElemWithNamespacesAndPrefixes@TSTRBUFFER@@QEAAJPEBG0KPEAU_XML_NAMESPACE_PREFIX@@HKPEAU_XML_ATTRIB@@@Z',2,1,2,0
b'?AppendXmlStartElemWithPrefix@TSTRBUFFER@@QEAAJPEBG0HKPEAU_XML_ATTRIB@@@Z',2,1,2,0
b'GetIpForwardEntry2',2,1,2,0
b'GetUnknownString',2,1,2,0
b'?GetFlags@CDMNodeObj@@QEAAJXZ',2,1,2,0
b'alljoyn_msgarg_create',2,1,2,0
b'alljoyn_msgarg_array_element',2,1,2,0
b'?AttachCtrlSubclassProc@HWNDHost@DirectUI@@KAXPEAUHWND__@@@Z',2,1,2,0
b'GetUdpStatistics',2,1,2,0
b'RtlEnableThreadProfiling',2,1,2,0
b'?GetFile@CIniW@@QEBAPEBGXZ',2,1,2,0
b'?BuildElement@Macro@DirectUI@@MEAAJXZ',2,1,2,0
b'GetTransactionInformation',2,1,2,0
b'?GetFontFace@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z',2,1,2,0
b'GetInterfaceDetailData',2,1,2,0
b'?AppendEscapeXmlContent@TSTRBUFFER@@QEAAJPEBG_N@Z',2,1,2,0
b'?GetHScroll@ScrollViewer@DirectUI@@MEAAPEAVBaseScrollBar@2@XZ',2,1,2,0
b'?GetHelpID@SC@mmcerror@@QEAAKXZ',2,1,2,0
b'RasGetConnectInfo',2,1,2,0
b'GetIScsiSessionListEx',2,1,2,0
b'RtlAllocateMemoryZone',2,1,2,0
b'?GetHelpFile@SC@mmcerror@@SAPEBGXZ',2,1,2,0
b'NtQueueApcThreadEx',2,1,2,0
b'_o_system',2,1,2,0
b'GetIconInfoExW',2,1,2,0
b'?GetHWnd@SC@mmcerror@@SAPEAUHWND__@@XZ',2,1,2,0
b'?Append@TSTRBUFFER@@QEAAJPEBG@Z',2,1,2,0
b'?GetFontQuality@Element@DirectUI@@QEAAHXZ',2,1,2,0
b'?Append@TSTRBUFFER@@QEAAJPEBGII@Z',2,1,2,0
b'GetUserNameA',2,1,1,1
b'_o_tanh',2,1,2,0
b'GetUserLanguageInputMethods',2,1,2,0
b'?GetForegroundColorRef@RichText@DirectUI@@UEAAJPEAK@Z',2,1,2,0
b'GetInheritanceSourceW',2,1,2,0
b'?AppendChar@TSTRBUFFER@@QEAAJG@Z',2,1,2,0
b'LsaSetSystemAccessAccount',2,1,2,0
b'GetInputState',2,1,2,0
b'_o_wmemmove_s',2,1,2,0
b'alljoyn_busobject_destroy',2,1,2,0
b'_stat',2,1,2,0
b'alljoyn_busobject_create',2,1,2,0
b'?GetDiskInfo@CDMNodeObj@@QEAAHAEAUdiskinfoex@@@Z',2,1,2,0
b'GetThreadFlags',2,1,2,0
b'NtNotifyChangeSession',2,1,2,0
b'alljoyn_busattachment_registeraboutlistener',2,1,2,0
b'RtlDisableThreadProfiling',2,1,2,0
b'?CloseDriveHandle@DP_DRIVE@@QEAAXXZ',2,1,2,0
b'?GetDeviceType@CDMNodeObj@@QEAAKXZ',2,1,2,0
b'NtUserProcessConnect',2,1,2,0
b'_setmbcp',2,2,1,1
b'?Commit@CInstance@@QEAAJXZ',2,1,2,0
b'GetLongPathNameA',2,2,1,1
b'?GetDataEntry@Macro@DirectUI@@QEAAPEAUIDataEntry@2@XZ',2,1,2,0
b'alljoyn_busattachment_joinsession',2,1,2,0
b'?GetDWORD@CInstance@@QEBA_NPEBGAEAK@Z',2,1,2,0
b'RtlDestroyMemoryZone',2,1,2,0
b'?ComputeCountSet@BITVECTOR@@AEBAKXZ',2,1,2,0
b'?ContainerPath@Registry2@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',2,1,2,0
b'_sopen_s',2,2,2,0
b'GetMediaGeometryEx',2,1,2,0
b'GetThemeAnimationTransform',2,1,2,0
b'_sprintf_s_l',2,2,2,0
b'_set_error_mode',2,1,2,0
b'_scprintf',2,1,2,0
b'?GetDriveLetter@CDMNodeObj@@QEAAXAEAG@Z',2,1,2,0
b'?GetEntryPointer@CRtlListIter@@QEAAPEAXXZ',2,1,2,0
b'alljoyn_busattachment_whoimplements_interfaces',2,1,2,0
b'?GetFalconSectionName@@YAJAEAV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator_static@_W@2@V_STL70@@@std@@@Z',2,1,2,0
b'?GetFactory@RichText@DirectUI@@QEAAPEAUIDWriteFactory@@XZ',2,1,2,0
b'alljoyn_busattachment_unregisteraboutlistener',2,1,2,0
b'?Clear@CIniW@@QEAAXXZ',2,1,2,0
b'GetThreadWaitChain',2,2,2,0
b'?Clear@ContainerDescription@container@@AEAAXXZ',2,1,2,0
b'?GetErrorMessage@SC@mmcerror@@QEBAXIPEAG@Z',2,1,2,0
b'GetThreadPriorityBoost',2,1,2,0
b'_pclose',2,1,1,1
b'GetLayeredWindowAttributes',2,1,2,0
b'?Clear@SC@mmcerror@@QEAAXXZ',2,1,2,0
b'GetKeyboardLayoutNameA',2,1,2,0
b'_pipe',2,1,1,1
b'NtNotifyChangeDirectoryFile',2,1,2,0
b'?ClearButtonClicked@TouchEdit2@DirectUI@@SA?AVUID@@XZ',2,1,2,0
b'NtQueryOpenSubKeysEx',2,1,2,0
b'PszToUnicode',2,1,2,0
b'NtUserNotifyIMEStatus',2,1,2,0
b'_rmdir',2,2,2,0
b'GetVirtualDiskInformation',2,1,2,0
b'GetVirtualDiskPhysicalPath',2,1,2,0
b'GetVolumeDiskExtentInfo',2,1,2,0
b'RtlEraseUnicodeString',2,1,2,0
b'?GetMultiline@Edit@DirectUI@@QEAA_NXZ',2,1,2,0
b'GetFileSecurityA',2,1,2,0
b'?GetMouseWithin@Element@DirectUI@@QEAA_NXZ',2,1,2,0
b'??Bios_base@std@@QEBA_NXZ',2,1,2,0
b'div',2,2,2,0
b'??H@YA?AVCHString@@PEBGAEBV0@@Z',2,1,2,0
b'_o_ispunct',2,1,2,0
b'??H@YA?AVCString@@AEBV0@0@Z',2,1,2,0
b'??H@YA?AVCString@@AEBV0@PEBG@Z',2,1,2,0
b'??Hngeo@@YA?AVustring@0@AEBV10@0@Z',2,1,2,0
b'?GetMethodContext@CInstance@@QEBAPEAVMethodContext@@XZ',2,1,2,0
b'RtlFlushSecureMemoryCache',2,1,2,0
b'_o_iswctype',2,1,2,0
b'GetFileVersionInfoByHandle',2,1,2,0
b'??Yustring@ngeo@@QEAAAEAV01@AEBV01@@Z',2,1,2,0
b'RtlAddActionToRXact',2,1,2,0
b'GetFinalPathNameByHandleA',2,1,2,0
b'LdrFindEntryForAddress',2,1,2,0
b'ReplaceChar',2,1,2,0
b'??_D?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAXXZ',2,1,2,0
b'_o_logf',2,1,2,0
b'??Avalue@json@web@@QEAAAEAV012@_K@Z',2,1,2,0
b'LsaRemoveAccountRights',2,1,2,0
b'_o_getc',2,1,2,0
b'InvalidateOAuthAccessTokenForPartnership',2,1,2,0
b'GetErrorDescription',2,1,2,0
b'GetErrorDetails',2,1,2,0
b'LsaOpenAccount',2,1,2,0
b'??8ngeo@@YA_NAEBVustring@0@0@Z',2,1,2,0
b'LsaOpenSecret',2,1,2,0
b'RtlGetActiveActivationContext',2,1,2,0
b'LsaQueryForestTrustInformation',2,1,2,0
b'LsaQueryInfoTrustedDomain',2,1,2,0
b'?GetObjectId@CDMNodeObj@@QEAAXAEA_J@Z',2,1,2,0
b'??9SC@mmcerror@@QEBA_NJ@Z',2,1,2,0
b'??AGeoPolyline@ngeo@@QEBAAEBVGeoCoordinates@1@_K@Z',2,1,2,0
b'?GetObjectContext@Details@Platform@@YAPEAUIUnknown@@XZ',2,1,2,0
b'LsaQueryTrustedDomainInfo',2,1,2,0
b'?GetObject@Provider@@MEAAJPEAVCInstance@@J@Z',2,1,2,0
b'??9WSTRING@@QEBAEAEBV0@@Z',2,1,2,0
b'??9ngeo@@YA_NAEBVGeoCoordinates@0@0@Z',2,1,2,0
b'RtlAbortRXact',2,1,2,0
b'??9ngeo@@YA_NAEBVPixelCoordinates@0@0@Z',2,1,2,0
b'_o_freopen',2,1,2,0
b'??AGeoPolyline@ngeo@@QEAAAEAVGeoCoordinates@1@_K@Z',2,1,2,0
b'GetFirmwareType',2,2,2,0
b'?GetLexemeAt@ARGUMENT_LEXEMIZER@@QEAAPEAVWSTRING@@K@Z',2,1,2,0
b'?AccDescProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ',2,1,2,0
b'?GetInstanceByPath@CWbemProviderGlue@@SAJPEBGPEAPEAVCInstance@@PEAVMethodContext@@@Z',2,1,2,0
b'GetGeoInfoA',2,1,2,0
b'?AddEdge@DIGRAPH@@QEAAEKK@Z',2,1,2,0
b'?AddEntry@AUTOREG@@SAEPEBVWSTRING@@@Z',2,1,2,0
b'InternalTlsAllocData',2,1,2,0
b'?AddItem@BookKeeping@@SAJAEAVItemHandle@@@Z',2,1,2,0
b'_o_strcoll',2,1,2,0
b'?AddRef@CMMCStrongReferences@@SAKXZ',2,1,2,0
b'RtlAddScopedPolicyIDAce',2,1,2,0
b'GetGlyphOutlineA',2,1,2,0
b'RtlAddVectoredExceptionHandler',2,1,2,0
b'?AddChildren@ScrollViewer@DirectUI@@MEAAJXZ',2,1,2,0
b'GetGraphicsMode',2,1,2,0
b'NtReadFileScatter',2,1,2,0
b'?AddSnapin@BookKeeping@@SAJPEBGAEAH@Z',2,1,2,0
b'?GetIndex@Element@DirectUI@@QEAAHXZ',2,1,2,0
b'?GetImmediateChild@Element@DirectUI@@QEAAPEAV12@PEAV12@@Z',2,1,2,0
b'?AddString@TouchSelect@DirectUI@@QEAAJPEBGPEAPEAVElement@2@@Z',2,1,2,0
b'RtlEthernetStringToAddressW',2,1,2,0
b'LsaSetSecret',2,1,2,0
b'RtlEthernetAddressToStringA',2,1,2,0
b'GetWindowFeedbackSetting',2,2,2,0
b'RasGetCalledIdInfo',2,1,2,0
b'ReplaceCharsW',2,1,2,0
b'?AccessMask@Registry@container@@YAAEAVNode@2@I@Z',2,1,2,0
b'ResUtilFindBinaryProperty',2,1,2,0
b'GetZerothCellularPhoneLineId',2,1,2,0
b'NtMapUserPhysicalPages',2,1,2,0
b'?AccValueProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ',2,1,2,0
b'RtlFindMostSignificantBit',2,2,2,0
b'NtMapUserPhysicalPagesScatter',2,1,2,0
b'?GetLayoutChildCount@Layout@DirectUI@@QEAAIPEAVElement@2@@Z',2,1,2,0
b'?GetLayout@Element@DirectUI@@QEAAPEAVLayout@2@PEAPEAVValue@2@@Z',2,1,2,0
b'_o_qsort_s',2,1,2,0
b'RtlFindLongestRunClear',2,1,2,0
b'RtlFindActivationContextSectionGuid',2,1,2,0
b'GetGPOListInternalA',2,1,2,0
b'?Add@BaseScrollViewer@DirectUI@@UEAAJPEAPEAVElement@2@I@Z',2,1,2,0
b'?Add@CColumns@@QEAAXAEBK@Z',2,1,2,0
b'??0RouteWaypoint@ngeo@@QEAA@AEBVLocation@1@W4Type@01@@Z',2,1,2,0
b'?Add@Expando@DirectUI@@UEAAJPEAPEAVElement@2@I@Z',2,1,2,0
b'?Add@Macro@DirectUI@@UEAAJPEAPEAVElement@2@I@Z',2,1,2,0
b'_o_rename',2,1,2,0
b'_o_round',2,1,2,0
b'RtlFindActivationContextSectionString',2,1,2,0
b'NtQueryIoCompletion',2,1,2,0
b'??0ScrollViewer@DirectUI@@QEAA@XZ',2,1,2,0
b'IPSecGetAssignedPolicyData',2,1,2,0
b'?GPPI@CIniW@@QEBAKPEBG0K@Z',2,1,2,0
b'?DisplayGPMCError@@YAXJZZ',2,1,2,0
b'GetRequestedRuntimeInfo',2,1,2,0
b'LdrGetDllDirectory',2,1,2,0
b'RtlCopyString',2,1,2,0
b'RtlCustomCPToUnicodeN',2,1,2,0
b'GetReferenceFromWMIObjectPath',2,1,2,0
b'GetPackageTargetPlatformProperty',2,1,2,0
b'GetPackageVolumeSisPath',2,2,2,0
b'GetPartitionInformation',2,1,2,0
b'_wutime64',2,1,2,0
b'?EliminateCycles@DIGRAPH@@QEAAEPEAVCONTAINER@@PEAE@Z',2,1,2,0
b'GetPath',2,1,2,0
b'?GetAccessible@Element@DirectUI@@QEAA_NXZ',2,1,2,0
b'RtlCreateUserSecurityObject',2,1,2,0
b'?EnableLineMode@KEYBOARD@@QEAAEXZ',2,1,2,0
b'RtlCreateUserProcess',2,1,2,0
b'GetRDNInfoExternal',2,1,2,0
b'?GetAccName@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z',2,1,2,0
b'GetPixelFormat',2,1,2,0
b'GetPointerCursorId',2,2,2,0
b'_wcserror_s',2,1,2,0
b'?GetAdjacent@Selector@DirectUI@@UEAAPEAVElement@2@PEAV32@HPEBUNavReference@2@K@Z',2,1,2,0
b'GetPackageOSMaxVersionTested',2,2,2,0
b'GetRoleTextW',2,1,2,0
b'?GetBoolTrue@Value@DirectUI@@SAPEAV12@XZ',2,1,2,0
b'PszDupW',2,1,2,0
b'_ui64toa',2,2,2,0
b'?GetCHString@CInstance@@QEBA_NPEBGAEAVCHString@@@Z',2,1,2,0
b'Report',2,1,2,0
b'?DeleteEntry@AUTOREG@@SAEPEBVWSTRING@@0@Z',2,1,2,0
b'?DeleteInstance@Provider@@MEAAJAEBVCInstance@@J@Z',2,1,2,0
b'?DeleteSemantics@Registry@container@@YAAEAVNode@2@_N@Z',2,1,2,0
b'?DesiredSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ',2,1,2,0
b'?Destroy@CWbemGlueFactory@@QEAAXXZ',2,1,2,0
b'GetSecureSystemAppDataFolder',2,2,2,0
b'_wasctime',2,1,2,0
b'ReportActiveIScsiTargetMappingsW',2,1,2,0
b'GetPackageApplicationIds',2,1,2,0
b'GetPackageApplicationPropertyString',2,2,2,0
b'_vsnprintf_l',2,2,2,0
b'?GetAt@ARRAY@@UEBAPEAVOBJECT@@K@Z',2,1,2,0
b'?DisableLineMode@KEYBOARD@@QEAAEXZ',2,1,2,0
b'GetSaveFileNameA',2,1,1,1
b'GetRpcClientUser',2,1,2,0
b'??0SC@mmcerror@@QEAA@J@Z',2,1,2,0
b'?GPPS@CIniW@@QEBAPEAGPEBG00@Z',2,1,2,0
b'?GPPB@CIniW@@QEBAHPEBG0H@Z',2,1,2,0
b'alljoyn_busattachment_enablepeersecurity',2,1,2,0
b'?EnablePrivileges@ADMINFILEPRIVS@@QEAAJXZ',2,1,2,0
b'GetProfileSectionW',2,2,2,0
b'?ExecMethod@Provider@@MEAAJAEBVCInstance@@QEAGPEAV2@2J@Z',2,1,2,0
b'?FindShortcut@HWNDElement@DirectUI@@SA_NGPEAVElement@2@PEAPEAV32@PEAH2H@Z',2,1,2,0
b'?ExecQuery@Provider@@MEAAJPEAVMethodContext@@AEAVCFrameworkQuery@@J@Z',2,1,2,0
b'_wfindnext',2,1,2,0
b'RtlCreateRegistryKey',2,1,2,0
b'_wfindnext64',2,1,2,0
b'?FindItem@BookKeeping@@SAPEAVItemHandle@@PEAX@Z',2,1,2,0
b'_wsopen',2,2,2,0
b'?ExecuteAsync@CopyrightRequest@BingOnlineServices@@QEAA?AV?$task@VCopyrightData@BingOnlineServices@@@pplx@@AEBV?$vector@HV?$allocator@H@std@@@std@@@Z',2,1,2,0
b'GetProcessHandleCount',2,2,1,1
b'GetProcessHandleFromHwnd',2,1,2,0
b'GetProcessHeaps',2,2,1,1
b'?ExpandedProp@Expandable@DirectUI@@SAPEBUPropertyInfo@2@XZ',2,1,2,0
b'_wpopen',2,1,1,1
b'?ExtractSidFromToken@CSecurity@@SAHPEAVIRequestContext@@PEAXAEAVAutoLocalFree@@@Z',2,1,2,0
b'RtlCreateMemoryZone',2,1,2,0
b'GetProcessImageFileNameW',2,1,2,0
b'?OnPropertyChanged@ScrollViewer@DirectUI@@UEAAXPEBUPropertyInfo@2@HPEAVValue@2@1@Z',2,1,2,0
b'?FillAndReadByte@BYTE_STREAM@@AEAAEPEAE@Z',2,1,2,0
b'GetProcessMemoryInfo',2,1,0,2
b'_wfindfirst64',2,1,2,0
b'?Flags@Registry@container@@YAAEAVNode@2@I@Z',2,1,2,0
b'_wfindfirst',2,1,2,0
b'_wtempnam',2,1,2,0
b'_wcsnicoll',2,1,2,0
b'PssWalkMarkerSeekToBeginning',2,1,2,0
b'GetPointerPenInfo',2,2,2,0
b'?FromWin32@SC@mmcerror@@QEAAAEAV12@J@Z',2,1,2,0
b'GetPublisherCacheFolder',2,2,2,0
b'GetPointerTouchInfoHistory',2,2,2,0
b'PssWalkSnapshot',2,1,2,0
b'?EnsureVisible@Element@DirectUI@@QEAA_NXZ',2,1,2,0
b'_wcstod_l',2,1,2,0
b'GetPreviousFgPolicyRefreshInfoInternal',2,1,2,0
b'_wsopen_s',2,2,2,0
b'GetPrintProcessorDirectoryW',2,1,2,0
b'?FrameworkLogoffDLL@CWbemProviderGlue@@SAHPEBG@Z',2,1,2,0
b'RtlCreateHashTableEx',2,1,2,0
b'?FrameworkLoginDLL@CWbemProviderGlue@@SAHPEBG@Z',2,1,2,0
b'?EnumDiskRegions@CDMNodeObj@@QEAAXPEAPEA_JAEAJ@Z',2,1,2,0
b'?ForceAutochk@VOL_LIODPDRV@@QEAAEEKKGPEBVWSTRING@@@Z',2,1,2,0
b'_wcsupr_l',2,1,2,0
b'?EnumFirstVolumeMember@CDMNodeObj@@QEAAXAEA_JAEAJ@Z',2,1,2,0
b'?Flush@Provider@@MEAAXXZ',2,1,2,0
b'GetOSBuildNumber',2,1,2,0
b'GetSerializedUserLanguageProfile',2,1,2,0
b'GetServerAndPort',2,1,2,0
b'GetOAuthHelperForAccount',2,1,2,0
b'?Create@FlowLayout@DirectUI@@SAJHPEAHPEAPEAVValue@2@@Z',2,1,2,0
b'ReplyPrinterChangeNotification',2,1,2,0
b'?Create@FlowLayout@DirectUI@@SAJ_NIIIPEAPEAVLayout@2@@Z',2,1,2,0
b'GetModuleFileNameExW',2,1,2,0
b'NtQueryInformationAtom',2,1,2,0
b'NtOpenObjectAuditAlarm',2,1,2,0
b'alljoyn_aboutproxy_getaboutdata',2,1,2,0
b'?GetClassInfoPtr@TouchCheckBox@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'alljoyn_aboutproxy_destroy',2,1,2,0
b'RtlDeleteTimerQueue',2,1,2,0
b'?GetClassInfoPtr@Selector@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'alljoyn_aboutproxy_create',2,1,2,0
b'RtlCmEncodeMemIoResource',2,2,2,0
b'?GetClassInfoPtr@Repeater@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'alljoyn_aboutobjectdescription_destroy',2,1,2,0
b'GetSystemPaletteUse',2,1,2,0
b'GetMsgClassEnum',2,1,2,0
b'alljoyn_aboutobjectdescription_createfrommsgarg',2,1,2,0
b'alljoyn_aboutobjectdescription_create',2,1,2,0
b'?GetClassInfoPtr@PushButton@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'GetMultiLanguage2',2,1,2,0
b'GetMethodParameters',2,1,2,0
b'GetTaggedData',2,1,2,0
b'GetTaggedDataSize',2,1,2,0
b'RasGetConnectionUserData',2,1,2,0
b'alljoyn_busattachment_enableconcurrentcallbacks',2,1,2,0
b'?CopyBytesOut@Deserializer@Comms@@QEAA_NPEAX_KAEBVtype_info@@@Z',2,1,2,0
b'NtQueryInformationResourceManager',2,2,2,0
b'alljoyn_busattachment_create_concurrency',2,1,2,0
b'GetTextExtentExPointI',2,1,2,0
b'?GetContainerIdentifierString@container@@YA?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@PEAX@Z',2,1,2,0
b'alljoyn_busattachment_create',2,1,2,0
b'GetMenuPosFromID',2,1,2,0
b'alljoyn_busattachment_cancelwhoimplements_interfaces',2,1,2,0
b'?Create@Button@DirectUI@@SAJIPEAVElement@2@PEAKPEAPEAV32@@Z',2,1,2,0
b'?GetClassInfoPtr@Viewer@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'?Create@CCCheckBox@DirectUI@@SAJIPEAVElement@2@PEAKPEAPEAV32@@Z',2,1,2,0
b'?Create@CWbemGlueFactory@@SAPEAV1@XZ',2,1,2,0
b'?GetClassObjectInterface@CInstance@@QEAAPEAUIWbemClassObject@@XZ',2,1,2,0
b'GetTelUriFromDialString',2,1,2,0
b'?Create@FillLayout@DirectUI@@SAJHPEAHPEAPEAVValue@2@@Z',2,1,2,0
b'RtlClearThreadWorkOnBehalfTicket',2,1,2,0
b'GetTaskmanWindow',2,1,2,0
b'GetTargetPlatformContext',2,1,2,0
b'?GetClassInfoW@CCListView@DirectUI@@UEAAPEAUIClassInfo@2@XZ',2,1,2,0
b'GetNLSVersion',2,1,2,0
b'GetSystemMetadataPathForPackageFamily',2,2,2,0
b'GetNLSVersionEx',2,1,2,0
b'_timezone',2,1,2,0
b'alljoyn_aboutdata_getsoftwareversion',2,1,2,0
b'?GetClassInfoPtr@CCTrackBar@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'GetNetworkParams',2,1,2,0
b'alljoyn_aboutdata_getmodelnumber',2,1,2,0
b'GetStandardColorSpaceProfileW',2,1,2,0
b'GetNextFgPolicyRefreshInfoInternal',2,1,2,0
b'alljoyn_aboutdata_getdeviceid',2,1,2,0
b'alljoyn_aboutdata_getdefaultlanguage',2,1,2,0
b'alljoyn_aboutdata_getappid',2,1,2,0
b'?GetChildFromLayoutIndex@Layout@DirectUI@@QEAAPEAVElement@2@PEAV32@HPEAV?$DynamicArray@PEAVElement@DirectUI@@$0A@@2@@Z',2,1,2,0
b'GetNarrowSzCodepage',2,1,2,0
b'?GetCharInUse@TSTRBUFFER@@QEBAIXZ',2,1,2,0
b'_tolower',2,1,2,0
b'_toupper',2,1,2,0
b'?DeInitialize@WMISchema@@QEAAJXZ',2,1,2,0
b'GetNumberOfInterfaces',2,1,2,0
b'?DebugGPMCError@@YAXPEAGZZ',2,1,2,0
b'GetSharedLocalFolder',2,2,2,0
b'GetOAuthAccessTokenForPartnership',2,1,2,0
b'?DeleteAllMembers@SEQUENTIAL_CONTAINER@@UEAAEXZ',2,1,2,0
b'InternetGetConnectedState',2,1,1,1
b'NtPulseEvent',2,1,2,0
b'RtlCompactHeap',2,1,2,0
b'GetSystemAppDataFolder',2,2,2,0
b'_tell',2,1,1,1
b'InternetCombineUrlW',2,1,2,0
b'alljoyn_aboutlistener_destroy',2,1,2,0
b'alljoyn_aboutlistener_create',2,1,2,0
b'NtQueryDefaultLocale',2,1,2,0
b'NtQueryDebugFilterState',2,1,2,0
b'?CreateGraphic@Value@DirectUI@@SAPEAV12@PEBGEIGGPEAUHINSTANCE__@@_N2@Z',2,1,2,0
b'?CreateGraphic@Value@DirectUI@@SAPEAV12@PEBGGGPEAUHINSTANCE__@@_N2@Z',2,1,2,0
b'?CreateHWND@Edit@DirectUI@@MEAAPEAUHWND__@@PEAU3@@Z',2,1,2,0
b'NtQueryCompositionSurfaceStatistics',2,1,2,0
b'?CreateScrollBars@ScrollViewer@DirectUI@@MEAAJXZ',2,1,2,0
b'?GetClassInfoPtr@ModernProgressRing@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'?CreateNewInstance@Provider@@IEAAPEAVCInstance@@PEAVMethodContext@@@Z',2,1,2,0
b'NtQueryCompositionInputSinkLuid',2,1,2,0
b'?GetClassInfoPtr@ModernProgressBar@DirectUI@@SAPEAUIClassInfo@2@XZ',2,1,2,0
b'LdrFlushAlternateResourceModules',2,1,2,0
b'GetStringModule',2,1,2,0
b'GetStreamSize',2,1,2,0
b'NtQueryBootOptions',2,1,2,0
b'GetNamedPropTag',2,1,2,0
b'?GetParentDiskPtr@CDMNodeObj@@QEAAPEAV1@XZ',2,1,2,0
b'?GetParentVolumePtr@CDMNodeObj@@QEAAPEAV1@XZ',2,1,2,0
b'?GetPartitionStyle@CDMNodeObj@@QEAA?AW4_PARTITIONSTYLE@@XZ',2,1,2,0
b'NtUserGetThreadState',2,1,2,0
b'?Initialize@Button@DirectUI@@QEAAJIPEAVElement@2@PEAK@Z',2,1,2,0
b'HttpCloseUrlGroup',2,1,2,0
b'?Initialize@BaseScrollViewer@DirectUI@@QEAAJPEAVElement@2@PEAK@Z',2,1,2,0
b'?Initialize@BYTE_STREAM@@QEAAEPEAVSTREAM@@K@Z',2,1,2,0
b'GetCharABCWidthsA',2,1,2,0
b'HttpCloseServerSession',2,1,2,0
b'HttpCloseRequestQueue',2,1,2,0
b'HttpAddUrlToUrlGroup',2,1,2,0
b'RtlInitCodePageTable',2,1,2,0
b'ResolveDelayLoadsFromDll',2,1,2,0
b'PsmCreateKeyWithDynamicId',2,1,2,0
b'LsaDelete',2,1,2,0
b'glPolygonMode',2,1,1,1
